TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%),Primera Eliminación,GameID,GameStartTime,FightingStartTime,FinishedStartTime,ExportedAt
4,OTB ESPORTS,5,5160409594,bestTitinho,0,0,0,0,0,0,0,80,72,9m 50s,2m 29s,90,0,0,5126,899,0,0,0,0,0,0,116,0,0,0,0,0,101001101004,"AKM,M416",AKM:0.0 / M416:0.0,AKM:0 / M416:0,AKM:0 / M416:0,AKM:0 / M416:0,0,0,0,,,,,,
4,OTB ESPORTS,5,5368879226,bestAtzinnnnū,0,0,0,0,0,0,0,100,0,6m 59s,0m 4s,1,0,0,1785,669,0,0,0,0,0,0,116,0,0,0,0,0,101006104003,"AUG A3,S12K",AUG A3:0.0 / S12K:0.0,AUG A3:0 / S12K:0,AUG A3:14 / S12K:0,AUG A3:0 / S12K:0,14,0,0,,,,,,
19,XTREME SLAYERS,6,559893881,xsBM922,0,2,242,168,0,2,0,201,119,20m 13s,0m 51s,64,0,0,4389,1425,0,2,0,0,0,0,453,0,10,1,0,2,101004104004,"M416,DBS",M416:271.0 / DBS:0.0,M416:2 / DBS:0,M416:120 / DBS:0,M416:13 / DBS:0,120,13,10.83,,,,,,
19,XTREME SLAYERS,6,5343874170,xsHAViKwoe,0,0,95,0,0,0,0,99,79,20m 13s,0m 47s,58,0,0,8348,1390,0,2,1,0,0,0,453,0,2,2,0,3,104003101003,"S12K,SCAR-L",S12K:74.2 / SCAR-L:0.0,S12K:0 / SCAR-L:0,S12K:7 / SCAR-L:119,S12K:7 / SCAR-L:0,126,7,5.56,,,,,,
19,XTREME SLAYERS,6,533294396,xsW1NTER,0,0,0,0,0,0,0,272,147,20m 10s,0m 51s,64,0,0,10700,857,0,3,0,0,0,0,453,0,0,0,0,0,1.01003107011104E+017,"SCAR-L,Mortar,S12K",SCAR-L:0.0 / Mortar:0.0 / S12K:0.0,SCAR-L:0 / Mortar:0 / S12K:0,SCAR-L:0 / Mortar:2 / S12K:0,SCAR-L:0 / Mortar:0 / S12K:0,2,0,0,,,,,,
19,XTREME SLAYERS,6,548886734,xsLaPiedraaa,0,1,116,74,1,0,0,197,33,10m 8s,1m 1s,33,0,0,5822,624,0,0,0,0,0,0,453,0,5,0,0,3,1.01006101003101E+023,"AUG A3,SCAR-L,AKM,Arma 107010",AUG A3:133.0 / SCAR-L:0.0 / AKM:0.0 / Arma 107010:0.0,AUG A3:1 / SCAR-L:0 / AKM:0 / Arma 107010:0,AUG A3:32 / SCAR-L:0 / AKM:0 / Arma 107010:0,AUG A3:8 / SCAR-L:0 / AKM:0 / Arma 107010:0,32,8,25,,,,,,
17,GAME ON ESPORTS,7,5215516021,GO・JOACO21M,0,2,215,43,0,1,1,84,258,19m 52s,1m 38s,274,0,0,5966,1696,0,4,0,0,0,1,850,2,4,1,0,2,1.02105101003104E+029,"P90,SCAR-L,DBS,M416,S1897",P90:157.5 / SCAR-L:0.0 / DBS:0.0 / M416:76.2 / S1897:0.0,P90:2 / SCAR-L:0 / DBS:0 / M416:0 / S1897:0,P90:52 / SCAR-L:14 / DBS:0 / M416:39 / S1897:0,P90:7 / SCAR-L:0 / DBS:0 / M416:2 / S1897:0,105,9,8.57,,,,,,
17,GAME ON ESPORTS,7,519544059,GO・HAATE99,0,1,88,16,1,1,0,314,177,19m 0s,0m 12s,24,0,1,9014,1032,0,5,1,1,0,0,850,1,0,2,0,0,1.01006104003107E+017,"AUG A3,S12K,Mortar",AUG A3:83.7 / S12K:0.0 / Mortar:0.0,AUG A3:0 / S12K:0 / Mortar:0,AUG A3:85 / S12K:0 / Mortar:0,AUG A3:3 / S12K:0 / Mortar:0,85,3,3.53,,,,,,
17,GAME ON ESPORTS,7,5769814257,GO・ALANZIN,0,3,457,103,1,3,2,200,35,18m 9s,0m 16s,27,0,0,6683,1059,1,3,3,0,0,0,850,4,11,1,1,4,1.01004101001104E+017,"M416,AKM,DBS",M416:536.6 / AKM:0.0 / DBS:15.8,M416:2 / AKM:0 / DBS:1,M416:177 / AKM:0 / DBS:6,M416:19 / AKM:0 / DBS:2,183,21,11.48,,,,,,
17,GAME ON ESPORTS,7,5716423674,GO・444,0,0,90,0,1,0,0,197,0,3m 39s,0m 0s,0,0,0,793,208,0,0,0,0,0,0,850,0,3,0,0,0,101001,AKM,AKM:89.9,AKM:0,AKM:8,AKM:3,8,3,37.5,,,,,,
1,SAVAGE ESPORTS,8,51567510642,SVGÑATAGOATŌ,0,0,0,0,0,0,0,155,1,18m 53s,0m 0s,0,0,0,6388,1265,0,0,0,0,0,0,351,0,0,0,0,0,101004104004,"M416,DBS",M416:0.0 / DBS:0.0,M416:0 / DBS:0,M416:35 / DBS:0,M416:0 / DBS:0,35,0,0,,,,,,
1,SAVAGE ESPORTS,8,5534566887,SVGPIXELGOAT,0,0,151,0,0,1,0,100,0,18m 53s,0m 0s,0,0,0,7550,638,0,0,0,0,0,0,351,1,4,0,1,2,101003104003,"SCAR-L,S12K",SCAR-L:156.2 / S12K:0.0,SCAR-L:0 / S12K:0,SCAR-L:54 / S12K:0,SCAR-L:8 / S12K:0,54,8,14.81,,,,,,
1,SAVAGE ESPORTS,8,585666899,SVGSKARCITA,0,0,172,0,0,0,0,76,4,18m 14s,0m 18s,43,0,0,5347,1480,0,0,0,0,0,0,351,1,3,0,1,3,101003104002,"SCAR-L,S1897",SCAR-L:171.6 / S1897:0.0,SCAR-L:0 / S1897:0,SCAR-L:170 / S1897:0,SCAR-L:8 / S1897:0,170,8,4.71,,,,,,
1,SAVAGE ESPORTS,8,5240783662,SVGNUMER0ZGOAT,0,0,28,0,0,0,0,65,3,18m 12s,0m 12s,37,0,0,2272,2234,0,0,0,0,0,0,351,0,0,1,1,0,1.01004104004107E+017,"M416,DBS,Arma 107010",M416:27.3 / DBS:0.0 / Arma 107010:0.0,M416:0 / DBS:0 / Arma 107010:0,M416:97 / DBS:0 / Arma 107010:0,M416:2 / DBS:0 / Arma 107010:0,97,2,2.06,,,,,,
18,JP ESPORTS,9,5148047653,JP〡FELIPEMJ,0,1,328,14,2,1,1,125,100,18m 21s,1m 8s,55,0,0,9731,1501,0,0,0,0,0,0,1293,2,8,0,0,1,1.01006101004105E+023,"AUG A3,M416,M249,Arma 107010",AUG A3:72.2 / M416:129.8 / M249:74.7 / Arma 107010:0.0,AUG A3:0 / M416:0 / M249:1 / Arma 107010:0,AUG A3:46 / M416:119 / M249:43 / Arma 107010:0,AUG A3:4 / M416:5 / M249:2 / Arma 107010:0,208,11,5.29,,,,,,
18,JP ESPORTS,9,557025879,JP〡VERSTAPPEN,0,1,398,145,2,3,0,121,30,18m 21s,1m 8s,72,0,0,5371,1369,1,1,0,0,0,0,1293,5,6,0,2,2,101004104002,"M416,S1897",M416:423.7 / S1897:0.0,M416:1 / S1897:0,M416:213 / S1897:0,M416:15 / S1897:0,213,15,7.04,,,,,,
18,JP ESPORTS,9,5218834071,JP〡OCTY1,0,2,259,4,0,2,0,190,194,18m 21s,1m 1s,97,0,0,12780,534,1,1,0,0,0,0,1293,3,9,0,1,1,1.01004104003107E+017,"M416,S12K,Mortar",M416:147.1 / S12K:116.3 / Mortar:0.0,M416:0 / S12K:2 / Mortar:0,M416:162 / S12K:9 / Mortar:0,M416:5 / S12K:9 / Mortar:0,171,14,8.19,,,,,,
18,JP ESPORTS,9,580824317,JP〡MONTEūRKT,0,1,308,166,2,2,0,304,146,18m 1s,1m 27s,47,0,0,10958,1090,0,0,0,0,0,0,1293,1,9,0,0,3,1.01001101004107E+017,"AKM,M416,Arma 107010",AKM:107.2 / M416:211.3 / Arma 107010:0.0,AKM:0 / M416:1 / Arma 107010:0,AKM:51 / M416:197 / Arma 107010:0,AKM:3 / M416:10 / Arma 107010:0,248,13,5.24,,,,,,
20,BLACK MAMBA,10,5220106983,blkDREAMZYX33,0,1,151,237,1,1,0,128,334,18m 12s,2m 4s,319,0,0,12320,1153,0,0,0,0,0,0,852,1,5,0,0,1,1.01006104003104E+035,"AUG A3,S12K,S1897,Honey Badger,DBS,P92",AUG A3:182.2 / S12K:0.0 / S1897:0.0 / Honey Badger:0.0 / DBS:0.0 / P92:0.0,AUG A3:1 / S12K:0 / S1897:0 / Honey Badger:0 / DBS:0 / P92:0,AUG A3:156 / S12K:0 / S1897:0 / Honey Badger:0 / DBS:0 / P92:0,AUG A3:7 / S12K:0 / S1897:0 / Honey Badger:0 / DBS:0 / P92:0,156,7,4.49,,,,,,
20,BLACK MAMBA,10,5440167626,blkCANTHERA,0,2,562,229,1,3,1,157,89,16m 26s,1m 20s,104,0,0,11150,1084,0,1,0,0,0,0,852,6,15,1,0,3,1.01006101003104E+023,"AUG A3,SCAR-L,S12K,DBS",AUG A3:427.1 / SCAR-L:208.0 / S12K:0.0 / DBS:0.0,AUG A3:1 / SCAR-L:1 / S12K:0 / DBS:0,AUG A3:99 / SCAR-L:67 / S12K:0 / DBS:0,AUG A3:18 / SCAR-L:7 / S12K:0 / DBS:0,166,25,15.06,,,,,,
20,BLACK MAMBA,10,5675012511,blkUIOEU,0,0,38,0,1,0,0,198,0,9m 20s,0m 0s,0,0,0,3828,656,1,0,0,0,0,0,852,0,1,0,0,1,101004104003,"M416,S12K",M416:37.7 / S12K:0.0,M416:0 / S12K:0,M416:47 / S12K:0,M416:2 / S12K:0,47,2,4.26,,,,,,
20,BLACK MAMBA,10,5389142265,blkJOACOKID10,0,0,101,0,0,0,0,182,0,8m 46s,0m 0s,0,0,0,2302,750,0,0,0,0,0,0,852,1,1,0,0,1,101003104003,"SCAR-L,S12K",SCAR-L:100.3 / S12K:0.0,SCAR-L:0 / S12K:0,SCAR-L:60 / S12K:0,SCAR-L:3 / S12K:0,60,3,5,,,,,,
9,VRZ ESPORTS,11,5129489855,VE丶Estelar,0,0,22,0,0,0,0,99,115,17m 53s,3m 6s,107,0,0,7265,1076,2,2,1,0,0,0,218,0,0,0,0,0,1.04004101004101E+029,"DBS,M416,AKM,M249,S1897",DBS:0.0 / M416:0.0 / AKM:0.0 / M249:0.0 / S1897:0.0,DBS:0 / M416:0 / AKM:0 / M249:0 / S1897:0,DBS:0 / M416:2 / AKM:0 / M249:0 / S1897:0,DBS:0 / M416:0 / AKM:0 / M249:0 / S1897:0,2,0,0,,,,,,
9,VRZ ESPORTS,11,5195900629,VE丶SnowBoy,0,0,51,0,0,0,0,162,203,17m 53s,3m 23s,107,0,0,5944,1524,0,1,1,0,0,0,218,1,0,0,0,0,1.01004102004101E+017,"M416,Thompson SMG,SCAR-L",M416:50.8 / Thompson SMG:0.0 / SCAR-L:0.0,M416:0 / Thompson SMG:0 / SCAR-L:0,M416:41 / Thompson SMG:0 / SCAR-L:0,M416:1 / Thompson SMG:0 / SCAR-L:0,41,1,2.44,,,,,,
9,VRZ ESPORTS,11,550771393,VE丶DeiivisSss,0,0,145,0,0,1,0,190,111,17m 48s,3m 16s,111,0,0,8084,1669,0,1,0,0,0,0,218,1,4,0,0,0,1.01001101004101E+017,"AKM,M416,ASM Abakan",AKM:154.4 / M416:0.0 / ASM Abakan:0.0,AKM:0 / M416:0 / ASM Abakan:0,AKM:44 / M416:36 / ASM Abakan:0,AKM:5 / M416:0 / ASM Abakan:0,80,5,6.25,,,,,,
13,SWEET MADNESS,12,5197890636,sMvLokiDeus7k,0,1,159,87,1,2,0,101,323,16m 39s,7m 46s,319,0,0,6236,1338,0,4,2,0,0,0,557,0,6,0,0,3,101004102002,"M416,UMP45",M416:161.8 / UMP45:19.2,M416:1 / UMP45:0,M416:60 / UMP45:54,M416:8 / UMP45:1,114,9,7.89,,,,,,
13,SWEET MADNESS,12,5372281411,sMvAngelu,0,2,319,27,0,2,1,242,224,11m 10s,4m 57s,178,0,0,357,1307,0,1,2,1,0,0,557,1,9,1,0,1,101001101003,"AKM,SCAR-L",AKM:162.0 / SCAR-L:183.5,AKM:1 / SCAR-L:1,AKM:47 / SCAR-L:32,AKM:6 / SCAR-L:6,79,12,15.19,,,,,,
13,SWEET MADNESS,12,5389929087,sMvGinseng,0,0,79,0,0,0,0,156,187,10m 57s,4m 54s,173,0,0,5082,693,0,1,0,0,0,0,557,0,0,1,1,3,101003102002,"SCAR-L,UMP45",SCAR-L:78.5 / UMP45:0.0,SCAR-L:0 / UMP45:0,SCAR-L:31 / UMP45:0,SCAR-L:5 / UMP45:0,31,5,16.13,,,,,,
13,SWEET MADNESS,12,5112132059,sMvZeus,0,0,0,0,0,0,0,172,40,8m 7s,1m 59s,60,0,0,1652,914,0,0,0,0,0,0,557,0,0,0,0,0,101004104004,"M416,DBS",M416:0.0 / DBS:0.0,M416:0 / DBS:0,M416:11 / DBS:0,M416:0 / DBS:0,11,0,0,,,,,,
12,VULTUREX,13,5210902952,VR丶Lugo,0,0,135,0,0,0,0,90,58,16m 15s,0m 21s,63,0,0,7409,1260,0,0,0,0,0,0,236,1,2,0,0,0,1.01004101001101E+023,"M416,AKM,ACE32,SCAR-L",M416:83.6 / AKM:50.7 / ACE32:0.0 / SCAR-L:0.0,M416:0 / AKM:0 / ACE32:0 / SCAR-L:0,M416:29 / AKM:40 / ACE32:0 / SCAR-L:0,M416:1 / AKM:2 / ACE32:0 / SCAR-L:0,69,3,4.35,,,,,,
12,VULTUREX,13,536602701,VR丶ÑOKU,0,0,1,0,0,1,0,232,76,15m 44s,0m 26s,22,0,0,6277,1372,0,0,0,0,0,0,236,0,0,0,1,0,1.02002101101103E+035,"UMP45,ASM Abakan,VSS,DBS,R1895,S12K",UMP45:0.0 / ASM Abakan:9.4 / VSS:0.0 / DBS:0.0 / R1895:0.0 / S12K:0.0,UMP45:0 / ASM Abakan:0 / VSS:0 / DBS:0 / R1895:0 / S12K:0,UMP45:0 / ASM Abakan:28 / VSS:2 / DBS:0 / R1895:0 / S12K:0,UMP45:0 / ASM Abakan:1 / VSS:0 / DBS:0 / R1895:0 / S12K:0,30,1,3.33,,,,,,
12,VULTUREX,13,549619212,VR丶Xiaobao,0,0,100,0,0,0,0,196,20,15m 41s,0m 23s,20,0,0,6189,1479,0,0,0,0,0,0,236,2,0,0,1,1,1.01004105001106E+017,"M416,M249,Skorpion",M416:99.6 / M249:0.0 / Skorpion:0.0,M416:0 / M249:0 / Skorpion:0,M416:41 / M249:0 / Skorpion:0,M416:4 / M249:0 / Skorpion:0,41,4,9.76,,,,,,
12,VULTUREX,13,5133197798,VR丶KILLAH,0,0,0,0,0,0,0,198,0,7m 13s,0m 0s,0,0,0,3708,472,0,0,0,0,0,0,236,0,0,0,0,0,1.07011101001104E+017,"Mortar,AKM,S12K",Mortar:0.0 / AKM:0.0 / S12K:0.0,Mortar:0 / AKM:0 / S12K:0,Mortar:2 / AKM:0 / S12K:0,Mortar:0 / AKM:0 / S12K:0,2,0,0,,,,,,
15,FUEGO,14,533623323,OR・DAPHTER1,0,0,19,0,0,0,0,100,0,16m 7s,0m 0s,0,0,0,5802,1205,0,0,0,0,0,0,96,0,0,1,0,0,1.01003104003106E+023,"SCAR-L,S12K,Dual MP7,UMP45",SCAR-L:18.1 / S12K:0.0 / Dual MP7:0.0 / UMP45:0.0,SCAR-L:0 / S12K:0 / Dual MP7:0 / UMP45:0,SCAR-L:17 / S12K:0 / Dual MP7:0 / UMP45:0,SCAR-L:1 / S12K:0 / Dual MP7:0 / UMP45:0,17,1,5.88,,,,,,
15,FUEGO,14,52141289113,OR・INSANEūG,0,0,49,0,0,0,0,185,0,2m 48s,0m 0s,0,0,0,0,134,0,0,0,0,0,0,96,0,1,0,1,0,101006,AUG A3,AUG A3:48.6,AUG A3:0,AUG A3:18,AUG A3:2,18,2,11.11,,,,,,
15,FUEGO,14,5826159083,OR・NUBEZZūū,0,0,28,0,0,0,0,197,0,2m 21s,0m 0s,0,0,0,0,49,0,0,0,0,0,0,96,0,1,0,0,0,107008,Tactical Crossbow Explisivo,Tactical Crossbow Explisivo:27.9,Tactical Crossbow Explisivo:0,Tactical Crossbow Explisivo:2,Tactical Crossbow Explisivo:1,2,1,50,,,,,,
15,FUEGO,14,556820676,OR・YUM,0,0,0,0,0,0,0,196,0,2m 5s,0m 0s,0,0,0,0,41,0,0,0,0,0,0,96,0,0,0,0,0,,,,,,,0,0,0,,,,,,
8,FINAL CHIEFS ESPORTS,15,5143225045,FCEㅤVACUNOㅤ,0,0,0,0,0,0,0,76,40,15m 25s,0m 34s,37,0,0,10506,1003,0,0,0,0,0,0,215,0,0,0,0,0,1.01101101006104E+017,"ASM Abakan,AUG A3,S12K",ASM Abakan:0.0 / AUG A3:0.0 / S12K:0.0,ASM Abakan:0 / AUG A3:0 / S12K:0,ASM Abakan:0 / AUG A3:16 / S12K:0,ASM Abakan:0 / AUG A3:0 / S12K:0,16,0,0,,,,,,
8,FINAL CHIEFS ESPORTS,15,5427772015,FCEŪ33ELESVM,0,0,0,0,0,0,0,99,46,15m 25s,1m 9s,46,0,0,7321,1040,0,2,0,0,0,0,215,0,0,0,0,0,1.04004101004107E+017,"DBS,M416,Mortar",DBS:0.0 / M416:0.0 / Mortar:0.0,DBS:0 / M416:0 / Mortar:0,DBS:5 / M416:32 / Mortar:0,DBS:0 / M416:0 / Mortar:0,37,0,0,,,,,,
8,FINAL CHIEFS ESPORTS,15,51472585021,FCEㅤWISSEㅤ,0,1,215,38,0,1,1,169,73,15m 16s,1m 43s,73,0,0,9533,1035,0,0,0,0,0,0,215,4,2,0,0,0,1.01004101003102E+023,"M416,SCAR-L,UMP45,S1897",M416:299.7 / SCAR-L:0.0 / UMP45:0.0 / S1897:0.0,M416:1 / SCAR-L:0 / UMP45:0 / S1897:0,M416:43 / SCAR-L:1 / UMP45:0 / S1897:0,M416:6 / SCAR-L:0 / UMP45:0 / S1897:0,44,6,13.64,,,,,,
14,NEKRO ESPORTS,16,5820337587,nekLuckyy,0,0,0,0,0,0,0,100,24,14m 40s,0m 39s,24,0,0,2100,989,0,0,0,0,0,0,136,0,0,0,0,0,101007104004,"QBZ,DBS",QBZ:0.0 / DBS:0.0,QBZ:0 / DBS:0,QBZ:9 / DBS:0,QBZ:0 / DBS:0,9,0,0,,,,,,
