TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%),Primera Eliminación,GameID,GameStartTime,FightingStartTime,FinishedStartTime,ExportedAt
10,VIP ESPORTS,3,5356124437,vipN007,0,3,267,159,0,2,1,437,296,19m 4s,6m 17s,167,0,0,6872,1412,0,1,1,1,0,0,1066,0,3,0,0,4,1.01006104002104E+017,"AUG A3,S1897,S12K",AUG A3:90.7 / S1897:0.0 / S12K:29.0,AUG A3:0 / S1897:0 / S12K:0,AUG A3:65 / S1897:2 / S12K:10,AUG A3:4 / S1897:0 / S12K:3,77,7,9.09,,,,,,
10,VIP ESPORTS,3,5952802097,vipKidies,0,0,135,0,0,0,0,336,299,13m 45s,6m 11s,251,0,0,4901,1159,0,1,0,0,0,0,1066,2,20,0,2,8,1.01003102002104E+023,"SCAR-L,UMP45,S12K,S1897",SCAR-L:168.8 / UMP45:281.1 / S12K:39.4 / S1897:235.3,SCAR-L:3 / UMP45:1 / S12K:0 / S1897:1,SCAR-L:87 / UMP45:43 / S12K:6 / S1897:11,SCAR-L:9 / UMP45:8 / S12K:4 / S1897:11,147,32,21.77,,,,,,
15,FUEGO,4,5826159083,OR・NUBEZZūū,0,3,461,177,0,3,1,200,209,20m 16s,0m 22s,30,0,0,5960,1566,0,2,1,0,0,0,1502,0,1,0,0,0,107008,Tactical Crossbow Explisivo,Tactical Crossbow Explisivo:27.9,Tactical Crossbow Explisivo:0,Tactical Crossbow Explisivo:2,Tactical Crossbow Explisivo:1,2,1,50,,,,,,
15,FUEGO,4,556820676,OR・YUM,0,1,478,79,1,3,0,321,43,17m 35s,0m 4s,12,0,0,3754,1490,1,4,2,1,0,0,1502,0,0,0,0,0,,,,,,,0,0,0,,,,,,
15,FUEGO,4,533623323,OR・DAPHTER1,0,2,428,143,0,3,0,389,33,14m 56s,0m 21s,13,0,0,2976,1186,0,0,0,0,0,0,1502,0,0,1,0,0,1.01003104003106E+023,"SCAR-L,S12K,Dual MP7,UMP45",SCAR-L:18.1 / S12K:0.0 / Dual MP7:0.0 / UMP45:0.0,SCAR-L:0 / S12K:0 / Dual MP7:0 / UMP45:0,SCAR-L:17 / S12K:0 / Dual MP7:0 / UMP45:0,SCAR-L:1 / S12K:0 / Dual MP7:0 / UMP45:0,17,1,5.88,,,,,,
15,FUEGO,4,52141289113,OR・INSANEūG,0,2,135,90,0,0,1,363,31,11m 47s,0m 30s,37,0,0,3867,927,1,1,0,1,0,0,1502,0,1,0,1,0,101006,AUG A3,AUG A3:48.6,AUG A3:0,AUG A3:18,AUG A3:2,18,2,11.11,,,,,,
24,VENTRUE,5,563865231,vtDiorz,0,0,327,0,1,0,0,436,143,19m 9s,0m 0s,0,0,0,4457,1297,0,3,1,0,0,0,1085,2,4,0,0,2,1.01004104003104E+017,"M416,S12K,DBS",M416:205.9 / S12K:0.0 / DBS:0.0,M416:0 / S12K:0 / DBS:0,M416:167 / S12K:0 / DBS:0,M416:8 / S12K:0 / DBS:0,167,8,4.79,,,,,,
24,VENTRUE,5,51240226040,vtMango,0,2,260,143,0,2,0,451,79,18m 58s,0m 0s,0,0,0,4324,1488,0,3,1,0,0,0,1085,3,3,0,1,5,104003101004,"S12K,M416",S12K:84.5 / M416:127.2,S12K:0 / M416:0,S12K:8 / M416:58,S12K:8 / M416:4,66,12,18.18,,,,,,
24,VENTRUE,5,5976778400,vtRaphinha11,0,3,257,301,1,1,0,327,97,18m 36s,0m 5s,33,0,0,4779,1141,0,3,2,1,0,0,1085,1,0,0,0,0,101006104004,"AUG A3,DBS",AUG A3:49.4 / DBS:0.0,AUG A3:0 / DBS:0,AUG A3:36 / DBS:0,AUG A3:1 / DBS:0,36,1,2.78,,,,,,
24,VENTRUE,5,5152912230,vtTonka,0,1,241,142,1,1,1,270,170,17m 27s,0m 8s,0,0,0,5452,873,1,0,0,0,0,0,1085,0,4,1,0,0,1.01001101003105E+017,"AKM,SCAR-L,M249",AKM:0.0 / SCAR-L:116.4 / M249:0.0,AKM:0 / SCAR-L:1 / M249:0,AKM:0 / SCAR-L:50 / M249:0,AKM:0 / SCAR-L:5 / M249:0,50,5,10,,,,,,
21,LOGIC ESPORTS,6,51409628987,LE7KOUUU404,0,0,211,0,0,0,0,339,479,19m 11s,2m 51s,449,0,0,9063,1326,0,1,1,2,0,0,486,1,2,0,1,2,1.01004102002104E+017,"M416,UMP45,DBS",M416:140.7 / UMP45:0.0 / DBS:0.0,M416:0 / UMP45:0 / DBS:0,M416:155 / UMP45:0 / DBS:0,M416:6 / UMP45:0 / DBS:0,155,6,3.87,,,,,,
21,LOGIC ESPORTS,6,5561447736,LE7FLW,0,0,167,0,0,2,0,385,68,13m 25s,1m 58s,75,0,0,6674,769,0,0,0,0,0,0,486,0,0,0,0,0,1.01004102002104E+017,"M416,UMP45,S686",M416:0.0 / UMP45:0.0 / S686:0.0,M416:0 / UMP45:0 / S686:0,M416:65 / UMP45:0 / S686:0,M416:0 / UMP45:0 / S686:0,65,0,0,,,,,,
21,LOGIC ESPORTS,6,550144221,LE7MGR,0,0,108,0,0,1,0,414,214,13m 31s,2m 56s,98,0,0,6450,822,0,0,0,0,0,0,486,1,3,0,0,0,1.03006103100104E+023,"Mini14,MK12,S1897,S12K",Mini14:204.0 / MK12:0.0 / S1897:0.0 / S12K:0.0,Mini14:1 / MK12:0 / S1897:0 / S12K:0,Mini14:56 / MK12:0 / S1897:0 / S12K:0,Mini14:4 / MK12:0 / S1897:0 / S12K:0,56,4,7.14,,,,,,
21,LOGIC ESPORTS,6,5405243292,LE7PlayerZzz,0,0,0,0,0,0,0,195,99,13m 22s,2m 51s,98,0,0,8986,877,0,0,0,0,0,0,486,0,1,0,0,1,101003104003,"SCAR-L,S12K",SCAR-L:42.7 / S12K:0.0,SCAR-L:0 / S12K:0,SCAR-L:32 / S12K:0,SCAR-L:2 / S12K:0,32,2,6.25,,,,,,
16,CP9 ESPORTS,7,61225024321,CP9ICEzz,0,1,407,31,4,4,0,268,245,16m 49s,0m 16s,187,0,1,821,1158,1,5,1,1,0,0,2447,0,4,0,0,2,101004104004,"M416,DBS",M416:129.2 / DBS:0.0,M416:3 / DBS:0,M416:80 / DBS:0,M416:6 / DBS:0,80,6,7.5,,,,,,
16,CP9 ESPORTS,7,5629396744,CP9ValkyM,0,2,393,32,0,1,0,618,255,14m 52s,0m 13s,0,0,1,1181,1114,0,2,5,0,0,0,2447,0,0,0,0,1,1.01004101006104E+017,"M416,AUG A3,DBS",M416:17.9 / AUG A3:0.0 / DBS:0.0,M416:1 / AUG A3:0 / DBS:0,M416:27 / AUG A3:0 / DBS:0,M416:1 / AUG A3:0 / DBS:0,27,1,3.7,,,,,,
16,CP9 ESPORTS,7,546063980,CP9Shaggy,0,6,764,401,5,5,1,415,355,19m 3s,0m 21s,114,0,0,2030,1961,1,1,0,0,0,0,2447,0,8,0,2,3,1.01004101003102E+023,"M416,SCAR-L,PP19,UMP45",M416:145.7 / SCAR-L:0.0 / PP19:0.0 / UMP45:114.8,M416:1 / SCAR-L:0 / PP19:0 / UMP45:1,M416:139 / SCAR-L:0 / PP19:0 / UMP45:45,M416:8 / SCAR-L:0 / PP19:0 / UMP45:5,184,13,7.07,,,,,,
16,CP9 ESPORTS,7,514833515,CP9Triggaa,0,5,883,304,0,5,1,505,372,19m 4s,0m 12s,68,0,0,2577,1817,2,11,1,0,0,0,2447,0,1,1,0,3,1.01004102002104E+017,"M416,UMP45,S12K",M416:84.2 / UMP45:0.0 / S12K:0.0,M416:0 / UMP45:0 / S12K:0,M416:97 / UMP45:0 / S12K:0,M416:5 / UMP45:0 / S12K:0,97,5,5.15,,,,,,
18,JP ESPORTS,8,580824317,JP〡MONTEūRKT,0,2,588,118,0,3,0,100,0,17m 38s,0m 9s,0,0,0,10147,841,0,2,1,0,0,0,1424,1,9,0,0,3,1.01001101004107E+017,"AKM,M416,Arma 107010",AKM:107.2 / M416:211.3 / Arma 107010:0.0,AKM:0 / M416:1 / Arma 107010:0,AKM:51 / M416:197 / Arma 107010:0,AKM:3 / M416:10 / Arma 107010:0,248,13,5.24,,,,,,
18,JP ESPORTS,8,5218834071,JP〡OCTY1,0,1,383,7,1,2,0,297,0,13m 40s,0m 0s,0,0,0,7094,968,0,2,0,0,0,0,1424,3,9,0,1,1,1.01004104003107E+017,"M416,S12K,Mortar",M416:147.1 / S12K:116.3 / Mortar:0.0,M416:0 / S12K:2 / Mortar:0,M416:162 / S12K:9 / Mortar:0,M416:5 / S12K:9 / Mortar:0,171,14,8.19,,,,,,
18,JP ESPORTS,8,5148047653,JP〡FELIPEMJ,0,1,94,3,1,1,0,385,0,13m 32s,0m 0s,0,0,0,5905,1003,0,0,0,0,0,0,1424,2,8,0,0,1,1.01006101004105E+023,"AUG A3,M416,M249,Arma 107010",AUG A3:72.2 / M416:129.8 / M249:74.7 / Arma 107010:0.0,AUG A3:0 / M416:0 / M249:1 / Arma 107010:0,AUG A3:46 / M416:119 / M249:43 / Arma 107010:0,AUG A3:4 / M416:5 / M249:2 / Arma 107010:0,208,11,5.29,,,,,,
18,JP ESPORTS,8,557025879,JP〡VERSTAPPEN,0,2,359,133,1,2,1,395,0,13m 38s,0m 18s,0,0,0,6398,853,0,0,0,0,0,0,1424,5,6,0,2,2,101004104002,"M416,S1897",M416:423.7 / S1897:0.0,M416:1 / S1897:0,M416:213 / S1897:0,M416:15 / S1897:0,213,15,7.04,,,,,,
8,FINAL CHIEFS ESPORTS,9,51472585021,FCEㅤWISSEㅤ,0,0,146,0,0,0,0,130,32,17m 31s,0m 8s,0,0,0,2738,2040,1,0,0,0,0,0,511,4,2,0,0,0,1.01004101003102E+023,"M416,SCAR-L,UMP45,S1897",M416:299.7 / SCAR-L:0.0 / UMP45:0.0 / S1897:0.0,M416:1 / SCAR-L:0 / UMP45:0 / S1897:0,M416:43 / SCAR-L:1 / UMP45:0 / S1897:0,M416:6 / SCAR-L:0 / UMP45:0 / S1897:0,44,6,13.64,,,,,,
8,FINAL CHIEFS ESPORTS,9,5143225045,FCEㅤVACUNOㅤ,0,0,309,0,0,0,0,165,86,17m 31s,0m 0s,0,0,0,5449,1449,0,1,0,0,0,0,511,0,0,0,0,0,1.01101101006104E+017,"ASM Abakan,AUG A3,S12K",ASM Abakan:0.0 / AUG A3:0.0 / S12K:0.0,ASM Abakan:0 / AUG A3:0 / S12K:0,ASM Abakan:0 / AUG A3:16 / S12K:0,ASM Abakan:0 / AUG A3:0 / S12K:0,16,0,0,,,,,,
8,FINAL CHIEFS ESPORTS,9,582447835,FCEㅤPIPEZINHO,0,0,35,0,0,0,0,367,253,17m 29s,0m 4s,6,0,0,6056,1392,0,1,0,0,0,0,511,0,1,0,0,0,101004102002,"M416,UMP45",M416:16.1 / UMP45:0.0,M416:0 / UMP45:0,M416:88 / UMP45:0,M416:1 / UMP45:0,88,1,1.14,,,,,,
8,FINAL CHIEFS ESPORTS,9,5427772015,FCEŪ33ELESVM,0,0,21,0,0,0,0,189,0,14m 11s,0m 8s,6,0,0,3448,1200,0,0,0,0,0,0,511,0,0,0,0,0,1.04004101004107E+017,"DBS,M416,Mortar",DBS:0.0 / M416:0.0 / Mortar:0.0,DBS:0 / M416:0 / Mortar:0,DBS:5 / M416:32 / Mortar:0,DBS:0 / M416:0 / Mortar:0,37,0,0,,,,,,
23,ZOMBIE BOYS MX,10,5764230788,zbH666,0,4,532,93,0,4,2,199,108,17m 18s,0m 53s,8,0,0,7113,1241,0,1,1,0,0,0,1447,0,2,0,0,0,1.01006105001104E+017,"AUG A3,M249,S1897",AUG A3:33.3 / M249:0.0 / S1897:0.0,AUG A3:0 / M249:0 / S1897:0,AUG A3:53 / M249:0 / S1897:0,AUG A3:2 / M249:0 / S1897:0,53,2,3.77,,,,,,
23,ZOMBIE BOYS MX,10,5129644249,zbR10,0,0,212,0,1,0,0,466,167,15m 3s,0m 6s,11,0,0,997,1536,0,0,0,0,0,0,1447,0,2,0,0,0,1.01004104002102E+017,"M416,S1897,UMP45",M416:42.0 / S1897:0.0 / UMP45:0.0,M416:1 / S1897:0 / UMP45:0,M416:187 / S1897:0 / UMP45:0,M416:2 / S1897:0 / UMP45:0,187,2,1.07,,,,,,
23,ZOMBIE BOYS MX,10,572712823,zbRAYQUAZA,0,3,703,111,0,3,1,322,143,15m 2s,0m 6s,9,0,0,1891,2193,2,0,0,0,0,0,1447,1,10,0,0,1,1.01006101101102E+017,"AUG A3,ASM Abakan,UMP45",AUG A3:256.1 / ASM Abakan:0.0 / UMP45:0.0,AUG A3:1 / ASM Abakan:0 / UMP45:0,AUG A3:152 / ASM Abakan:46 / UMP45:0,AUG A3:12 / ASM Abakan:0 / UMP45:0,198,12,6.06,,,,,,
12,VULTUREX,11,5133197798,VR丶KILLAH,0,0,0,0,0,0,0,197,113,17m 12s,1m 32s,0,0,0,5788,1286,0,0,0,0,0,0,400,0,0,0,0,0,1.07011101001104E+017,"Mortar,AKM,S12K",Mortar:0.0 / AKM:0.0 / S12K:0.0,Mortar:0 / AKM:0 / S12K:0,Mortar:2 / AKM:0 / S12K:0,Mortar:0 / AKM:0 / S12K:0,2,0,0,,,,,,
12,VULTUREX,11,549619212,VR丶Xiaobao,0,1,171,353,0,0,0,291,94,17m 12s,1m 8s,0,0,0,6243,917,0,3,0,0,0,0,400,2,0,0,1,1,1.01004105001106E+017,"M416,M249,Skorpion",M416:99.6 / M249:0.0 / Skorpion:0.0,M416:0 / M249:0 / Skorpion:0,M416:41 / M249:0 / Skorpion:0,M416:4 / M249:0 / Skorpion:0,41,4,9.76,,,,,,
12,VULTUREX,11,5210902952,VR丶Lugo,0,0,84,0,1,0,0,259,165,17m 10s,1m 27s,103,0,0,5195,1497,0,1,0,0,0,0,400,1,2,0,0,0,1.01004101001101E+023,"M416,AKM,ACE32,SCAR-L",M416:83.6 / AKM:50.7 / ACE32:0.0 / SCAR-L:0.0,M416:0 / AKM:0 / ACE32:0 / SCAR-L:0,M416:29 / AKM:40 / ACE32:0 / SCAR-L:0,M416:1 / AKM:2 / ACE32:0 / SCAR-L:0,69,3,4.35,,,,,,
12,VULTUREX,11,536602701,VR丶ÑOKU,0,1,145,87,1,1,1,237,97,16m 5s,0m 0s,0,0,0,5369,1349,0,0,0,0,0,0,400,0,0,0,1,0,1.02002101101103E+035,"UMP45,ASM Abakan,VSS,DBS,R1895,S12K",UMP45:0.0 / ASM Abakan:9.4 / VSS:0.0 / DBS:0.0 / R1895:0.0 / S12K:0.0,UMP45:0 / ASM Abakan:0 / VSS:0 / DBS:0 / R1895:0 / S12K:0,UMP45:0 / ASM Abakan:28 / VSS:2 / DBS:0 / R1895:0 / S12K:0,UMP45:0 / ASM Abakan:1 / VSS:0 / DBS:0 / R1895:0 / S12K:0,30,1,3.33,,,,,,
25,FOUR MAGIC,12,5159100699,4MـZUZAAA,0,0,272,0,3,0,0,325,116,15m 43s,1m 48s,75,0,0,11626,805,0,2,1,0,0,0,828,0,5,0,0,12,1.01001102001101E+029,"AKM,UZI,M416,SCAR-L,SKS",AKM:33.6 / UZI:223.2 / M416:0.0 / SCAR-L:32.4 / SKS:0.0,AKM:0 / UZI:1 / M416:0 / SCAR-L:0 / SKS:0,AKM:8 / UZI:62 / M416:13 / SCAR-L:11 / SKS:1,AKM:1 / UZI:14 / M416:0 / SCAR-L:2 / SKS:0,95,17,17.89,,,,,,
25,FOUR MAGIC,12,5422133356,4MـADRiAN,0,4,483,229,0,3,1,429,213,13m 22s,1m 38s,71,0,0,7835,857,0,1,0,0,0,0,828,3,6,0,1,5,1.03006102002101E+023,"Mini14,UMP45,AUG A3,AKM",Mini14:368.2 / UMP45:19.3 / AUG A3:61.7 / AKM:0.0,Mini14:2 / UMP45:1 / AUG A3:0 / AKM:0,Mini14:103 / UMP45:29 / AUG A3:37 / AKM:0,Mini14:13 / UMP45:1 / AUG A3:1 / AKM:0,169,15,8.88,,,,,,
25,FOUR MAGIC,12,5173690378,4MـRAFAAA7,0,0,73,0,1,0,0,389,8,7m 19s,0m 18s,8,0,0,3966,440,0,0,0,1,0,0,828,4,11,0,0,3,1.04004101004102E+017,"DBS,M416,UMP45",DBS:0.0 / M416:362.6 / UMP45:208.0,DBS:0 / M416:2 / UMP45:1,DBS:8 / M416:117 / UMP45:60,DBS:0 / M416:10 / UMP45:8,185,18,9.73,,,,,,
25,FOUR MAGIC,12,5319154944,4MـNIELZADA,0,0,0,0,0,0,0,297,18,6m 21s,0m 43s,18,0,0,3423,392,0,0,0,0,0,0,828,3,17,1,0,3,1.02002103006104E+029,"UMP45,Mini14,S686,SCAR-L,UZI",UMP45:424.7 / Mini14:0.0 / S686:100.4 / SCAR-L:0.0 / UZI:32.4,UMP45:0 / Mini14:0 / S686:0 / SCAR-L:0 / UZI:1,UMP45:76 / Mini14:18 / S686:7 / SCAR-L:35 / UZI:37,UMP45:15 / Mini14:0 / S686:7 / SCAR-L:0 / UZI:2,173,24,13.87,,,,,,
20,BLACK MAMBA,13,5440167626,blkCANTHERA,0,5,854,119,0,3,1,419,224,16m 15s,1m 22s,94,0,0,6333,1407,0,2,3,0,0,0,2332,6,15,1,0,3,1.01006101003104E+023,"AUG A3,SCAR-L,S12K,DBS",AUG A3:427.1 / SCAR-L:208.0 / S12K:0.0 / DBS:0.0,AUG A3:1 / SCAR-L:1 / S12K:0 / DBS:0,AUG A3:99 / SCAR-L:67 / S12K:0 / DBS:0,AUG A3:18 / SCAR-L:7 / S12K:0 / DBS:0,166,25,15.06,,,,,,
20,BLACK MAMBA,13,5220106983,blkDREAMZYX33,0,0,151,0,0,1,0,353,226,16m 46s,1m 33s,122,0,0,6363,875,0,9,0,0,0,0,2332,1,5,0,0,1,1.01006104003104E+035,"AUG A3,S12K,S1897,Honey Badger,DBS,P92",AUG A3:182.2 / S12K:0.0 / S1897:0.0 / Honey Badger:0.0 / DBS:0.0 / P92:0.0,AUG A3:1 / S12K:0 / S1897:0 / Honey Badger:0 / DBS:0 / P92:0,AUG A3:156 / S12K:0 / S1897:0 / Honey Badger:0 / DBS:0 / P92:0,AUG A3:7 / S12K:0 / S1897:0 / Honey Badger:0 / DBS:0 / P92:0,156,7,4.49,,,,,,
20,BLACK MAMBA,13,5389142265,blkJOACOKID10,0,5,1172,124,0,5,1,420,207,15m 10s,1m 27s,176,0,0,5899,1292,1,3,0,0,0,0,2332,1,1,0,0,1,101003104003,"SCAR-L,S12K",SCAR-L:100.3 / S12K:0.0,SCAR-L:0 / S12K:0,SCAR-L:60 / S12K:0,SCAR-L:3 / S12K:0,60,3,5,,,,,,
20,BLACK MAMBA,13,5675012511,blkUIOEU,0,1,155,263,0,0,1,129,58,14m 56s,2m 0s,77,0,0,7610,634,0,0,0,0,0,0,2332,0,1,0,0,1,101004104003,"M416,S12K",M416:37.7 / S12K:0.0,M416:0 / S12K:0,M416:47 / S12K:0,M416:2 / S12K:0,47,2,4.26,,,,,,
19,XTREME SLAYERS,14,559893881,xsBM922,0,0,389,0,0,1,0,192,255,16m 36s,2m 14s,162,0,0,7107,1176,0,0,2,0,0,0,1428,0,10,1,0,2,101004104004,"M416,DBS",M416:271.0 / DBS:0.0,M416:2 / DBS:0,M416:120 / DBS:0,M416:13 / DBS:0,120,13,10.83,,,,,,
19,XTREME SLAYERS,14,548886734,xsLaPiedraaa,0,2,408,249,0,3,0,95,82,16m 36s,2m 3s,62,0,0,7602,1112,1,1,2,0,0,0,1428,0,5,0,0,3,1.01006101003101E+023,"AUG A3,SCAR-L,AKM,Arma 107010",AUG A3:133.0 / SCAR-L:0.0 / AKM:0.0 / Arma 107010:0.0,AUG A3:1 / SCAR-L:0 / AKM:0 / Arma 107010:0,AUG A3:32 / SCAR-L:0 / AKM:0 / Arma 107010:0,AUG A3:8 / SCAR-L:0 / AKM:0 / Arma 107010:0,32,8,25,,,,,,
19,XTREME SLAYERS,14,533294396,xsW1NTER,0,2,432,210,0,2,1,140,204,16m 35s,2m 14s,161,0,0,8857,876,0,1,1,0,0,0,1428,0,0,0,0,0,1.01003107011104E+017,"SCAR-L,Mortar,S12K",SCAR-L:0.0 / Mortar:0.0 / S12K:0.0,SCAR-L:0 / Mortar:0 / S12K:0,SCAR-L:0 / Mortar:2 / S12K:0,SCAR-L:0 / Mortar:0 / S12K:0,2,0,0,,,,,,
19,XTREME SLAYERS,14,5343874170,xsHAViKwoe,0,1,199,13,0,1,0,359,364,14m 30s,2m 11s,172,0,0,6053,983,0,0,0,0,0,0,1428,0,2,2,0,3,104003101003,"S12K,SCAR-L",S12K:74.2 / SCAR-L:0.0,S12K:0 / SCAR-L:0,S12K:7 / SCAR-L:119,S12K:7 / SCAR-L:0,126,7,5.56,,,,,,
9,VRZ ESPORTS,15,550771393,VE丶DeiivisSss,0,1,17,154,0,1,0,118,194,15m 43s,1m 18s,177,0,0,6645,1236,0,2,0,0,0,0,238,1,4,0,0,0,1.01001101004101E+017,"AKM,M416,ASM Abakan",AKM:154.4 / M416:0.0 / ASM Abakan:0.0,AKM:0 / M416:0 / ASM Abakan:0,AKM:44 / M416:36 / ASM Abakan:0,AKM:5 / M416:0 / ASM Abakan:0,80,5,6.25,,,,,,
